comportamento_clean,comportamento_canonico,canonical_behavior_id,comportamento_famiglia_originale,comportamento_famiglia,comportamento_famiglia_v2,comportamento_sottofamiglia_v2,meccanismo_rischio_v2,presidio_v2,severity_rank_v2,taxonomy_source,taxonomy_confidence,comportamento_tipo,row_count_kept,raw_variants_count,raw_variants,canonical_cluster_size,canonical_row_count_total,old_family_conflict,old_families_cluster,merge_source,merge_confidence,merge_note,review_flag
Esegue l'attrezzaggio sulla macchina FELSS nr. 3 in modalità manuale,Esegue l'attrezzaggio sulla macchina FELSS nr. 3 in modalità manuale,BEH_ESEGUE_L_ATTREZZAGGIO_SULLA_MACCHINA_FELSS_NR_3_IN_MODALIT_05AD32,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,90,1,Esegue l'attrezzaggio sulla macchina FELSS nr. 3 in modalità manuale,1,90,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Imballa il materiale in modo bilanciato,Imballa il materiale in modo bilanciato,BEH_IMBALLA_IL_MATERIALE_IN_MODO_BILANCIATO_EBF6EA,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,87,1,Imballa il materiale in modo bilanciato,2,89,no,Spostamenti / Trasporto / Stoccaggio,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
Imballa il materiale in modo bilanciato - Presse,Imballa il materiale in modo bilanciato,BEH_IMBALLA_IL_MATERIALE_IN_MODO_BILANCIATO_EBF6EA,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,2,1,Imballa il materiale in modo bilanciato - Presse,2,89,no,Spostamenti / Trasporto / Stoccaggio,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
Pulisce la piastra a macchina ferma,Pulisce la piastra a macchina ferma,BEH_PULISCE_LA_PIASTRA_A_MACCHINA_FERMA_B5F03D,Ordine / Pulizia / 5S,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,89,1,Pulisce la piastra a macchina ferma,1,89,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Sostiene i carichi con entrambe le mani quando li movimenta manualmente,Sostiene i carichi con entrambe le mani quando li movimenta manualmente,BEH_SOSTIENE_I_CARICHI_CON_ENTRAMBE_LE_MANI_QUANDO_LI_MOVIMENT_D32439,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,89,1,Sostiene i carichi con entrambe le mani quando li movimenta manualmente,1,89,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Il vetro della cappa del laboratorio analisi è abbassato,Il vetro della cappa del laboratorio analisi è abbassato,BEH_IL_VETRO_DELLA_CAPPA_DEL_LABORATORIO_ANALISI_E_ABBASSATO_9F98E5,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Aspirazione / cappe / ventilazione,Inalazione polveri / vapori / aerosol,"Aspirazione accesa, vicina e funzionante",1,rule_v2,high,behavior,88,1,Il vetro della cappa del laboratorio analisi è abbassato,1,88,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
La vasca riporta l'etichetta del liquido contenuto,La vasca riporta l'etichetta del liquido contenuto,BEH_LA_VASCA_RIPORTA_L_ETICHETTA_DEL_LIQUIDO_CONTENUTO_BAD362,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Gestione sostanze / aspirazione / lavaggi,Contatto chimico / inalazione / incendio,Procedura e presidio sostanze pericolose,1,old_family_fallback_v2,medium,behavior,88,1,La vasca riporta l'etichetta del liquido contenuto,1,88,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Aziona l'interruttore di apertura/chiusura prima del prelievo,Aziona l'interruttore di apertura/chiusura prima del prelievo,BEH_AZIONA_L_INTERRUTTORE_DI_APERTURA_CHIUSURA_PRIMA_DEL_PRELI_2BD461,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,86,1,Aziona l'interruttore di apertura/chiusura prima del prelievo,1,86,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Lavora con le sicurezze attive/in posizione,Lavora con le sicurezze attive/in posizione,BEH_LAVORA_CON_LE_SICUREZZE_ATTIVE_IN_POSIZIONE_9DC42F,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,85,1,Lavora con le sicurezze attive/in posizione,1,85,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Le scatole di polistirolo impilate sulle rulliere non superano l'altezza consentita,Le scatole di polistirolo impilate sulle rulliere non superano l'altezza consentita,BEH_LE_SCATOLE_DI_POLISTIROLO_IMPILATE_SULLE_RULLIERE_NON_SUPE_DC7831,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Impilamento / stabilità / perimetro,Caduta materiale / urto / schiacciamento,Stoccaggio stabile e entro perimetro,2,rule_v2,high,behavior,85,1,Le scatole di polistirolo impilate sulle rulliere non superano l'altezza consentita,1,85,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Apre la porta piano,Apre la porta piano,BEH_APRE_LA_PORTA_PIANO_EE3EA4,Spostamenti / Attenzione,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Spostamenti pedonali / attenzione / percorsi,Caduta in piano / urto / investimento,Rispetto percorsi e attenzione negli spostamenti,3,old_family_fallback_v2,medium,behavior,84,1,Apre la porta piano,1,84,no,Spostamenti / Attenzione,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Scarica i morsetti dai lati esterni dal carretto poi al centro,Scarica i morsetti dai lati esterni dal carretto poi al centro,BEH_SCARICA_I_MORSETTI_DAI_LATI_ESTERNI_DAL_CARRETTO_POI_AL_CE_BF93B3,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,old_family_fallback_v2,medium,behavior,84,1,Scarica i morsetti dai lati esterni dal carretto poi al centro,1,84,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Carica e scarica telai e morsetti girando tutto il corpo, senza torcere il busto","Carica e scarica telai e morsetti girando tutto il corpo, senza torcere il busto",BEH_CARICA_E_SCARICA_TELAI_E_MORSETTI_GIRANDO_TUTTO_IL_CORPO_S_D17A54,Carrelli / Transpallet / Mezzi,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Ganci / telai / morsetti / golfari,Caduta materiale / schiacciamento,"Stato, fissaggio e uso corretto dispositivi di presa",2,rule_v2,high,behavior,83,1,"Carica e scarica telai e morsetti girando tutto il corpo, senza torcere il busto",1,83,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Gli strumenti inutilizzati sono spenti,Gli strumenti inutilizzati sono spenti,BEH_GLI_STRUMENTI_INUTILIZZATI_SONO_SPENTI_234A6F,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,83,1,Gli strumenti inutilizzati sono spenti,1,83,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
I presidi antincendio e primo soccorso sono visibili e raggiungibili,I presidi antincendio e primo soccorso sono visibili e raggiungibili,BEH_I_PRESIDI_ANTINCENDIO_E_PRIMO_SOCCORSO_SONO_VISIBILI_E_RAG_65D368,Emergenza / Elettrico / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Presidi antincendio / primo intervento,Ritardo gestione emergenza,Visibilità e raggiungibilità presidi,1,rule_v2,high,behavior,81,1,I presidi antincendio e primo soccorso sono visibili e raggiungibili,1,81,no,Emergenza / Elettrico / Vie di fuga,self,self,Nessun alias identificato.,
"La macchina nuova, priva di collaudo ha il lucchetto sul sezionatore di corrente","La macchina nuova, priva di collaudo ha il lucchetto sul sezionatore di corrente",BEH_LA_MACCHINA_NUOVA_PRIVA_DI_COLLAUDO_HA_IL_LUCCHETTO_SUL_SE_C43EBE,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,81,1,"La macchina nuova, priva di collaudo ha il lucchetto sul sezionatore di corrente",1,81,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Lavora sulla scala mantenendo 3 punti di appoggio,Lavora sulla scala mantenendo 3 punti di appoggio,BEH_LAVORA_SULLA_SCALA_MANTENENDO_3_PUNTI_DI_APPOGGIO_FB5211,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Scale / accessi,Caduta dall’alto / caduta su scale,Uso corretto scala/accesso,1,rule_v2,high,behavior,80,1,Lavora sulla scala mantenendo 3 punti di appoggio,1,80,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,
Procede a passo d'uomo,Procede a passo d'uomo,BEH_PROCEDE_A_PASSO_D_UOMO_0EBFD2,Spostamenti / Attenzione,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Spostamenti pedonali / attenzione / percorsi,Caduta in piano / urto / investimento,Rispetto percorsi e attenzione negli spostamenti,3,old_family_fallback_v2,medium,behavior,80,1,Procede a passo d'uomo,1,80,no,Spostamenti / Attenzione,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Si assicura che le strutture di blocco di parti meccaniche, che possono cadere in modo autonomo, mantengano il bloccaggio","Si assicura che le strutture di blocco di parti meccaniche, che possono cadere in modo autonomo, mantengano il bloccaggio",BEH_SI_ASSICURA_CHE_LE_STRUTTURE_DI_BLOCCO_DI_PARTI_MECCANICHE_88D240,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,80,1,"Si assicura che le strutture di blocco di parti meccaniche, che possono cadere in modo autonomo, mantengano il bloccaggio",1,80,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Sposta la scala scendendo prima,Sposta la scala scendendo prima,BEH_SPOSTA_LA_SCALA_SCENDENDO_PRIMA_12BF80,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Scale / accessi,Caduta dall’alto / caduta su scale,Uso corretto scala/accesso,1,rule_v2,high,behavior,80,1,Sposta la scala scendendo prima,1,80,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,
Apre il coperchio del vibroburatto fino a fine corsa,Apre il coperchio del vibroburatto fino a fine corsa,BEH_APRE_IL_COPERCHIO_DEL_VIBROBURATTO_FINO_A_FINE_CORSA_D42F42,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,79,1,Apre il coperchio del vibroburatto fino a fine corsa,1,79,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Domanda incidenti sfiorati,Domanda incidenti sfiorati,BEH_DOMANDA_INCIDENTI_SFIORATI_9A702A,Segnalazioni / Near miss / Checklist,Comunicazione / Checklist / Near Miss,Comunicazione / Checklist / Near Miss,Messaggi / prompt / segnalazioni,Non comportamento operativo diretto,Comunicazione / raccolta segnale,5,rule_v2,high,prompt_near_miss,79,2,Hai visto o sei al corrente di incidenti sfiorati accaduti nell'ultima settimana? | Hai visto o sei al corrente di incidenti sfiorati avvenuti nell'ultima settimana?,1,79,no,Segnalazioni / Near miss / Checklist,self,self,Nessun alias identificato.,
Movimenta con entrambe le mani,Movimenta con entrambe le mani,BEH_MOVIMENTA_CON_ENTRAMBE_LE_MANI_775CFD,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,79,1,Movimenta con entrambe le mani,1,79,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Preleva il materiale dalla MODULA quando la luce è accesa,Preleva il materiale dalla MODULA quando la luce è accesa,BEH_PRELEVA_IL_MATERIALE_DALLA_MODULA_QUANDO_LA_LUCE_E_ACCESA_C48B43,Macchine / Sicurezze / Attrezzaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,79,1,Preleva il materiale dalla MODULA quando la luce è accesa,1,79,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Lavora con aspirazione attiva e prossima alla lavorazione,Lavora con aspirazione attiva e prossima alla lavorazione,BEH_LAVORA_CON_ASPIRAZIONE_ATTIVA_E_PROSSIMA_ALLA_LAVORAZIONE_A4488D,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Aspirazione / cappe / ventilazione,Inalazione polveri / vapori / aerosol,"Aspirazione accesa, vicina e funzionante",1,rule_v2,high,behavior,78,1,Lavora con aspirazione attiva e prossima alla lavorazione,1,78,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
Tiene fermo il capo del filo metallico della bobina durante l'operazione di taglio dello stesso,Tiene fermo il capo del filo metallico della bobina durante l'operazione di taglio dello stesso,BEH_TIENE_FERMO_IL_CAPO_DEL_FILO_METALLICO_DELLA_BOBINA_DURANT_F8326A,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,78,1,Tiene fermo il capo del filo metallico della bobina durante l'operazione di taglio dello stesso,1,78,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
La protezione mobile della pressa è infilata nell'apposito profilo,La protezione mobile della pressa è infilata nell'apposito profilo,BEH_LA_PROTEZIONE_MOBILE_DELLA_PRESSA_E_INFILATA_NELL_APPOSITO_188C2E,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Protezioni / barriere / ripari,Schiacciamento / trascinamento / contatto con organi mobili,Integrità e rispetto barriere/ripari,1,rule_v2,high,behavior,77,1,La protezione mobile della pressa è infilata nell'apposito profilo,1,77,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Lavora con i cappucci copriutensili nel contenitore a bordo macchina,Lavora con i cappucci copriutensili nel contenitore a bordo macchina,BEH_LAVORA_CON_I_CAPPUCCI_COPRIUTENSILI_NEL_CONTENITORE_A_BORD_00F612,Macchine / Sicurezze / Attrezzaggio,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Utensili manuali / attrezzi,Taglio / puntura / urto,"Uso, stato e riposizione attrezzi",2,rule_v2,high,behavior,77,1,Lavora con i cappucci copriutensili nel contenitore a bordo macchina,1,77,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Stivali in gomma,Stivali in gomma,BEH_STIVALI_IN_GOMMA_DE69AA,DPI piedi / abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI piedi / calzature,Urto / schiacciamento / scivolamento piede,Uso calzature idonee,2,rule_v2,high,behavior,77,1,Stivali in gomma,1,77,no,DPI piedi / abbigliamento,self,self,Nessun alias identificato.,
Guanti spalmati in poliuretano,Guanti spalmati in poliuretano,BEH_GUANTI_SPALMATI_IN_POLIURETANO_808231,DPI mani / protezioni,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI mani / guanti,Taglio / abrasione / schiacciamento mani,Uso corretto guanti,2,rule_v2,high,behavior,76,1,Guanti spalmati in poliuretano,1,76,no,DPI mani / protezioni,self,self,Nessun alias identificato.,
La barriera protettiva è ben posizionata ed integra,La barriera protettiva è ben posizionata ed integra,BEH_LA_BARRIERA_PROTETTIVA_E_BEN_POSIZIONATA_E_INTEGRA_39A915,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,76,1,La barriera protettiva è ben posizionata ed integra,1,76,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Lavora al di sotto del penultimo gradino, su scala a libro","Lavora al di sotto del penultimo gradino, su scala a libro",BEH_LAVORA_AL_DI_SOTTO_DEL_PENULTIMO_GRADINO_SU_SCALA_A_LIBRO_96F639,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Scale / accessi,Caduta dall’alto / caduta su scale,Uso corretto scala/accesso,1,rule_v2,high,behavior,76,1,"Lavora al di sotto del penultimo gradino, su scala a libro",1,76,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,
